text,label,jsonl_data
Aluminum (calculated as Al2 03) | 21645-51-2 | 2-5 | 2-5 ,Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
Al 2O3 | 1.0 – 3.0 %,Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
Amorphous Silica | No,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
"SiO2 , % | 1.25 ",Inorganic surface treatment,
"Alumina, wt%, max. | 3.5",Inorganic surface treatment,
Aluminum (calculated as Al2 03) | 21645-51-2 | 2-5 | 2-5 ,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
"Silica, wt% | — | 1.4 | 3.0 | 5.5 | 10.2 | 3.3 ",Inorganic surface treatment,
Silica oxide in terms of SiO2 | 1%,Inorganic surface treatment,
Amorphous Silica | yes ,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Alumina, wt% | 2.5 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
Surface Treatment: | Al2O3 and organic | Al2O3 and organic,Inorganic surface treatment,
Surface Treatment | AI203 ,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
Al 2O3 | 1.0 – 3.0 %,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Product Characteristics | Surface treatment aluminium, silicon and zirconium compounds ",Inorganic surface treatment,
Alumina | Yes ,Inorganic surface treatment,
SiO2 | 2.0 – 4.0 %,Inorganic surface treatment,
Zirconium as ZrO2 | 0.4% | 0.4% ,Inorganic surface treatment,
"Silica, wt% | - |  | 1.4 | 3.0 | 5.5 | 10.2 ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
"Inorganic Surface Treatment | SiO2, Al2O3 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 1.4 ",Inorganic surface treatment,
"Modifiers, compounds of |  | Al, Si, Zr, polyalcohol ",Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
"Alumina, wt%, max. | 3.5",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"R298 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications. | R298 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications.",Inorganic surface treatment,
"SiO2 , % | 1.25 ",Inorganic surface treatment,
"SiO2, % | RMFI 1.50 ",Inorganic surface treatment,
"Al2O3, % | 0.40",Inorganic surface treatment,
Surface Treatment | AI203 ,Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Surface | SiO2, Al2O3",Inorganic surface treatment,
"Al,03, % | 0.40",Inorganic surface treatment,
Amorphous Silica | yes ,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Inorganic treatment | Zr, Al",Inorganic surface treatment,
"Al, Si, Zr, polyalcohol | 150",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Surface treatment | Al2O3, SiO2 compounds.",Inorganic surface treatment,
Aluminum hydroxide in terms of AI203 | 3%,Inorganic surface treatment,
Surface Treatment | AI203 ,Inorganic surface treatment,
"Al,03, % | 0.40 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 1.4 ",Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
"Surface treatment | Al2O3, SiO2, ZrO2 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
SiO2 | 2.0 – 4.0 %,Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Surface treatment | aluminium, silicon and polysiloxane compounds",Inorganic surface treatment,
Al 2O3 | 1.0 – 3.0 %,Inorganic surface treatment,
"• | Surface treatment: | Alumina, zirconia, organic",Inorganic surface treatment,
"Inorganic treatment | Zr, Al ",Inorganic surface treatment,
Alumina | Yes,Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
"Inorganic treatment | Zr, Al",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
Aluminum hydroxide as Al2O3 | 3% | 3% ,Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
Surface Treatment: | Al2O3 and organic | Al2O3 and organic,Inorganic surface treatment,
Amorphous Silica | Yes ,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"SiO2 , % | 1.25 ",Inorganic surface treatment,
"Alumina, wt% | 2.5 ",Inorganic surface treatment,
"Surface treatment | Alumina, Zirconia",Inorganic surface treatment,
Aluminum hydroxide in terms of AI203 | 3%,Inorganic surface treatment,
"Silica, wt% | - |  | 1.4 | 3.0 | 5.5 | 10.2 ",Inorganic surface treatment,
"Alumina, wt% | 2.5 ",Inorganic surface treatment,
Amorphous Silica | No,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
• | Surface treatment: alumina (no organic),Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
"Alumina, wt% | 4.3 | 4.3 | 2.5 | 3.3 | 6.4 | 3.6 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
"Surface treatment | aluminium, silicon and zirconium compounds",Inorganic surface treatment,
"Surface treatment | Surface treatment | Alumina, Zirconia",Inorganic surface treatment,
· Surface treatment: | Alumina (no organic treatment),Inorganic surface treatment,
"• | Surface treatment: | Alumina, zirconia, organic",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Inorganic Surface Treatment | SiO2, Al2O3 ",Inorganic surface treatment,
"SiO2, % | 0.50 | analysis ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
SiO2 | 2.0 – 4.0 %,Inorganic surface treatment,
"SiO2, % | 1.25",Inorganic surface treatment,
"Alumina, wt% | 3.3 ",Inorganic surface treatment,
SiO2 …………………………………………………………………………………… | 1.50%,Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
"Amorphous Silica, wt% | — ",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
Alumina | Yes ,Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
Surface treatment | aluminium compounds ,Inorganic surface treatment,
Surface Treatment | Al2O3 ,Inorganic surface treatment,
"Modifiers, compounds of |  | Al, Si, Zr, polyalcohol ",Inorganic surface treatment,
"Amorphous Silica, wt% | 10.2 ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
Al 2O3 | 1.0 – 3.0 %,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Inorganic treatment | Zr, Al ",Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
"SiO2, % | 0.50 | analysis ",Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
Amorphous Silica | yes ,Inorganic surface treatment,
Amorphous silica | 7631-86-9 | 5 - 6 ,Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
Surface Treatment Chemicals | Al and Zr ,Inorganic surface treatment,
"Alumina, wt%, max. | 3.5",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Al2O3, % | 0.40 ",Inorganic surface treatment,
"Modifiers, compounds of |  | Al, Si, Zr, polyalcohol ",Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
"Alumina, wt% | 4.3 | 4.3 | 2.5 | 3.3 | 6.4 | 3.6 ",Inorganic surface treatment,
Silica oxide in terms of SiO2 | 1%,Inorganic surface treatment,
"R5569 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications. | R5569 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications.",Inorganic surface treatment,
Al2 O3 | 7 max.,Inorganic surface treatment,
"SiO2, % | 0.50 | analysis ",Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"Silica, wt% | — | 1.4 | 3.0 | 5.5 | 10.2 | 3.3 ",Inorganic surface treatment,
"Alumina, wt% | 4.3 | 4.3 | 2.5 | 3.3 | 6.4 | 3.6 ",Inorganic surface treatment,
Aluminum hydroxide in terms of Al2O3 | Aluminum hydroxide in terms of Al2O3 | 3%,Inorganic surface treatment,
"Modifiers, compounds of |  | Al, Si, Zr, polyalcohol ",Inorganic surface treatment,
Surface treatment | aluminium and silicon compounds,Inorganic surface treatment,
"Al,03, % | 0.40 ",Inorganic surface treatment,
"Al2O3, % | 0.40",Inorganic surface treatment,
"2 | Surface treatment | ZrO2: 0.4%～1.0% | vs TiO2 content, Using XRF to ",Inorganic surface treatment,
"Inorganic coating | Alumina, Zirconia, Silica ",Inorganic surface treatment,
"R5569 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications. | R5569 has a zirconium and aluminium inorganic surface treatment, in combination with a special organic coating. It is well suited for both waterborn and solventborn coating, ink applications.",Inorganic surface treatment,
Al2O3 ……………………………………………………………………………....…. | 0.40%,Inorganic surface treatment,
"Amorphous Silica, wt% | 3.0 ",Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
"Surface treatment | Al2O3, SiO2 compounds.",Inorganic surface treatment,
"SiO2, % | 1.50 ",Inorganic surface treatment,
Alumina | yes ,Inorganic surface treatment,
"Surface | SiO2, Al2O3",Inorganic surface treatment,
Silica oxide in terms of Si02 | 1%,Inorganic surface treatment,
"Silica, wt% | — | 1.4 | 3.0 | 5.5 | 10.2 | 3.3 ",Inorganic surface treatment,
"Al, Si, Zr, polyalcohol | 150",Inorganic surface treatment,
Surface Treatment: | Al2O3 and organic | Al2O3 and organic,Inorganic surface treatment,
"Surface treatment | Al2O3, SiO2, ZrO2 ",Inorganic surface treatment,
"Alumina, wt% | 2.5 ",Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"Modifiers, compounds of |  | Al, Si, Zr, polyalcohol ",Inorganic surface treatment,
Al 2O3 | 1.0 – 3.0 %,Inorganic surface treatment,
"SiO2, % | RMFI 1.50 ",Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"SiO2, % | 0.50 | analysis ",Inorganic surface treatment,
Al2O3 ……………………………………………………………………………....…. | 0.40%,Inorganic surface treatment,
Amorphous Silica | No,Inorganic surface treatment,
AL (Sample-standardª) | ≥-0.3,Inorganic surface treatment,
SiO2 | 2.0 – 4.0 %,Inorganic surface treatment,
"SiO2, % | 1.25 ",Inorganic surface treatment,
"Amorphous Silica, wt% | 5.5 ",Inorganic surface treatment,
Amorphous Silica | yes ,Inorganic surface treatment,
Amorphous silica | 7631-86-9 | 5-6 ,Inorganic surface treatment,
"Alumina, wt%, max. | 3.5",Inorganic surface treatment,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Oil Absorption | 15*,Oil Absorption,
Oil absorption (2) (g/100 g pigment) | 18,Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
Oil absorption(3) | 17 cm3 /100 g pigment,Oil Absorption,
• Oil absorption: | 20g/100g,Oil Absorption,
"Oil absorption, (g/100g pigment) :unselected: | 20, max ",Oil Absorption,
Properties: | • Oil absorption: 35g/100g | 2nd Floor,Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
9 | Oil absorption | EN ISO 787-5 | g/100g pig. | 19.0 ÷ 23.0 ,Oil Absorption,
"Oil absorption, (g/100g pigment) :unselected: | 20, max ",Oil Absorption,
Oil Absorption (g/100g) | 29 - 38,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
"Oil absorption, g/100g of pigment, not more than | 21",Oil Absorption,
Oil absorption | g/100g | 20 V/ ,Oil Absorption,
Oil absorption(3) | 20 cm3/100g pigment ,Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
Oil absorption (ISO 787-5). | ≤21g/100g,Oil Absorption,
"treatment: Oil absorption: | Alumina, silica, organic 43 g/100g",Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 24 ,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 16 – 21 g/100 g ",Oil Absorption,
Oil absorption: | 21g/100g,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment ,Oil Absorption,
"Properties Product Characteristics | Properties Product Characteristics | Oil absorption (ISO 787, Part 5) 17 – 21 g/100 g",Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
Oil absorption | ≤20,Oil Absorption,
Oil Absorption ( ISO 787-5) | 19g/100g ,Oil Absorption,
Oil Absorption | g/100g | ≤ 21 ,Oil Absorption,
Oil absorption | 18 - 21 g/100 g | ISO 787-5 - ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption | 15*,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
"Oil absorption (ISO 787, Part 5) | Oil absorption (ISO 787, Part 5) | 16 – 20 g/100 g ",Oil Absorption,
Oil Absorption | 13.5 | 15.2 | 16.1 | 13.9 | 18.7 | 35.9 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
Oil absorption (g/100g) | 20.0 Max. | 19.0 ,Oil Absorption,
Oil Absorption，g/100g | 16.5 | 16.5 | 16.5,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment,Oil Absorption,
Properties: | • Oil absorption: | 19 g/100g,Oil Absorption,
Oil Absorption | g/100g | ≤ 21 ,Oil Absorption,
"Oil absorption, g/100g | 18",Oil Absorption,
"Oil absorption, g/100g | 22 ",Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Oil Absorption | 13.9 ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
• | Oil absorption: 19g/100g,Oil Absorption,
OIL ABSORPTION PHR | 27.19 | 27.19 | 27.19 ,Oil Absorption,
• Oil absorption: | 19g/100g,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Oil Absorption (g/100g) | 29 - 38,Oil Absorption,
Oil Absorption | 19g/100g,Oil Absorption,
OIL ABSORPTION PHR | 27.19 | 27.19 | 27.19 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment,Oil Absorption,
Oil absorption(3) [cm3 /g pigment] | Oil absorption(3) [cm3 /g pigment] | 18/100,Oil Absorption,
• Oil absorption: | 21 (g/100g),Oil Absorption,
Oil absorption | ≤ 18.0g/100g ,Oil Absorption,
• Oil absorption: | 19g/100g,Oil Absorption,
• Oil absorption: | 19g/100g,Oil Absorption,
Oil absorption . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 18,Oil Absorption,
Oil Absorption | （g/100g） | ≤ | 15-18 | 15-18,Oil Absorption,
Liczba olejowa % ASTM D 281-31 | 40 - 70 | Oil absorption % ASTM D 281-31 ,Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 15 – 18 g/100 g",Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
Oil Absorption | 15*,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil absorption | Oil absorption | Oil absorption | Oil absorption | ≤18 ,Oil Absorption,
"µm Oil absorption, g/100g | 23",Oil Absorption,
Oil Absorption . . | .. . . 19,Oil Absorption,
Oil absorption (3) | 16 cm3 /100g pigment,Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
Oil Absorption，g/100g | 17.5 | 17.5 |,Oil Absorption,
Oil absorption [g/100 g pigment] | 21,Oil Absorption,
• Oil absorption: | 19g/100g,Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 15 – 18 g/100 g",Oil Absorption,
Oil Absorption | 13.9 ,Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
9 | Oil absorption | EN ISO 787-5 | g/100g pig. | 19.0 ÷ 23.0 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil absorption: | 37g/100g,Oil Absorption,
9 | Oil absorption | EN ISO 787-5 | g/100g pig. | 19.0 ÷ 23.0 ,Oil Absorption,
9 | Oil absorption | EN ISO 787-5 | g/100g pig. | 19.0 ÷ 23.0 ,Oil Absorption,
Properties: | • Oil absorption: 35g/100g | 2nd Floor,Oil Absorption,
Oil absorption (2) (g/100 g pigment) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . 18 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ,Oil Absorption,
Oil absorption: | 37g/100g,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 16-21 g/100 g",Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17.5 g/100 g pigment,Oil Absorption,
"Oil absorption, (g/100g pigment) | 20, max",Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil Absorption . . | Oil Absorption . . | Oil Absorption . . | .. . . 19,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption | 35.9 ,Oil Absorption,
Oil absorption: | 37g/100g,Oil Absorption,
Oil absorption | 14g/100g | ISO 787-5 ,Oil Absorption,
Oil Absorption | 19g/100g,Oil Absorption,
Product Characteristics | Oil absorption，g/100g ≤20,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 16 – 21 g/100 g ",Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
Oil absorption | 23,Oil Absorption,
Oil absorption(3) | 20 cm3/100g pigment ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17.5 g/100 g pigment,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption (g/100g) | ≤ 19.0 | ≤ 19.0,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption(3) [cm3 /g pigment] | 17/100,Oil Absorption,
"Oil absorption, g/100g of pigment |  | 16 – 19 | ISO 787-5 ",Oil Absorption,
• | Oil absorption: 19g/100g,Oil Absorption,
Oil Absorption，g/100g | ≤19.5 ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil absorption | g/100g | 20 V/ ,Oil Absorption,
Oil Absorption (g/100g) | 29 - 38,Oil Absorption,
Oil Absorption (g/100g) | ≤ 19.0,Oil Absorption,
• Oil absorption: | 20g/100g,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment ,Oil Absorption,
Product Characteristics | Oil absorption，g/100g ≤20,Oil Absorption,
Oil Absorption（g/100g） | 22 | 18 ,Oil Absorption,
Properties: | • Oil absorption: | 17 g/100g,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
OIL ABSORPTION PHR | 27.19 | 27.19 | 27.19 ,Oil Absorption,
"Oil absorption, (g/100g pigment) :unselected: | 20, max ",Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment ,Oil Absorption,
Oil absorption . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 18,Oil Absorption,
"treatment: Oil absorption: | Alumina, silica, organic 43 g/100g",Oil Absorption,
Oil Absorption (g/100g) | ≤ 19.0,Oil Absorption,
Oil absorption | Oil absorption | Oil absorption | Oil absorption | ≤18 ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Properties: | • Oil absorption: | 17 g/100g,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Properties: | • Oil absorption: | 19g/100g ,Oil Absorption,
Oil Absorption | 13.9 ,Oil Absorption,
Oil absorption . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 18,Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
"Oil absorption, (g/100g pigment) | 20, max",Oil Absorption,
• Oil absorption: | 20g/100g,Oil Absorption,
Liczba olejowa % ASTM D 281-31 | 40 - 70 | Oil absorption % ASTM D 281-31 ,Oil Absorption,
Oil Absorption | 35.9 ,Oil Absorption,
Oil absorption (3) | 18 cm3 /100 g pigment,Oil Absorption,
Oil absorption(2) [g/100 g pigment] | 20,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Properties: | • Oil absorption: | 19 g/100g,Oil Absorption,
Oil absorption | 14g/100g | ISO 787-5 ,Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
• Oil absorption: | 21g/100g,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
• Oil absorption: | 21 (g/100g),Oil Absorption,
Oil absorption g/100g | Oil absorption g/100g | Oil absorption g/100g | 20g/100g,Oil Absorption,
Oil Absorption | 15*,Oil Absorption,
Oil Absorption | 19g/100g,Oil Absorption,
Oil absorption (2) (g/100 g pigment) | 18,Oil Absorption,
Oil Absorption ( ISO 787-5) | 19g/100g ,Oil Absorption,
"9 | Oil absorption | EN ISO 787-5 | g/100g of pig. | 19,0 ÷ 23,0 ",Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption（ISO 787-5） | 19g/100g ,Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 15 – 18 g/100 g",Oil Absorption,
• Oil absorption: | 20g/100g,Oil Absorption,
Oil absorption | ≤ 18.0g/100g ,Oil Absorption,
Properties: | • Oil absorption: | 19 g/100g,Oil Absorption,
Oil Absorption，g/100g | 16.5 | 16.5 | 16.5,Oil Absorption,
"Oil absorption, (g/100g pigment) :unselected: | 20, max ",Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
Oil Absorption | 13.9 ,Oil Absorption,
Oil absorption | 18 - 21 g/100 g | ISO 787-5 - ,Oil Absorption,
Oil Absorption（ISO 787-5） | 19g/100g ,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
"Oil absorption, g/100g | ≤ 18 ",Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 14 – 17 g/100 g ",Oil Absorption,
Oil Absorption（g/100g） | 22 | 18 ,Oil Absorption,
Oil absorption: | 37g/100g,Oil Absorption,
"Oil absorption, (g/100g pigment) :unselected: | 20, max ",Oil Absorption,
Oil Absorption | 13.9 ,Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption (g/100g) | ≤ 18.0,Oil Absorption,
9 | Oil absorption | EN ISO 787-5 | g/100g pig. | 19.0 ÷ 23.0 ,Oil Absorption,
"treatment: Oil absorption: | Alumina, silica, organic 43 g/100g",Oil Absorption,
Oil absorption (g/100g) | 20.0 Max. | 19.0 ,Oil Absorption,
Oil Absorption | 19g/100g,Oil Absorption,
"Oil absorption, (g/100g pigment) | 20, max",Oil Absorption,
OIL ABSORPTION PHR | 27.19 ,Oil Absorption,
"Oil absorption, g/100g | 18",Oil Absorption,
Oil Absorption（g/100g） | 22 | 18 ,Oil Absorption,
"Oil absorption, g/100 g of pigment, max. | 25 | GOST 21119.8; ISO 787-5 ",Oil Absorption,
