text,label,jsonl_data
"AGUA, %, máx. Water content, %, max. | 0,2 ",Water Content,
Water | wt% | ≤ 0.1 | ASTM D1364 ,Water Content,
Water | mass % | 0.1 max | ASTM D1364 ,Water Content,
Water content | wt% | AS T M D 1364 / ASTM E 106 4 | 0.02 ,Water Content,
Water | ≤ 0.2 % ,Water Content,
"3. | - Water | 0.04 per cent by weight, maximum | 1B-ES-03 ",Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
water content | <= 0.3 %,Water Content,
"Water | : max. 0,1 | % ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Water Content | (98) | 0.1QMax. | 0. 031 ,Water Content,
"AGUA, % P, máx WATER, % P, max | 0,10 ",Water Content,
"Water content, max | % mass | % mass | 0.15 | ASTM D1364-02, BS 2511 |  ",Water Content,
"Water by wt, % 3 | Max. 0.05",Water Content,
Water | max. 0.10 | % (w/w) | DIN 51 777 / ASTM D 1364 (mod. Karl-Fischer-Method) | x :selected: ,Water Content,
Moisture content | max. 0.05% weight,Water Content,
"Water Content, wt % | 0.1 max. | 01395 ",Water Content,
Water E203 | 0.012 |  |  | 0.100 | weight % ,Water Content,
Water (%wt) | 0.05 max. ,Water Content,
"Water content, wt.%, max. | 0.10 ",Water Content,
Water | ASTM D 1631 | % w. | 0.05 max. ,Water Content,
Water Content | wt% | 0.05 max | ASTM D1064 ,Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
"Water, % by wt (D-1364) | 0.3 max",Water Content,
Wt % Water |  | 63 wt % ,Water Content,
Water | ASTM D 1631 | % w. | 0.05 max. ,Water Content,
Water | 0.10 wt % max. ,Water Content,
"Water, max | % mass | 0.03 | ASTM D1364 |  ",Water Content,
"Water | Water | GC | max. 0,1 % ",Water Content,
Water | % m/m | % m/m | ASTM D1364 | < 0.005 ,Water Content,
Water | Water | : max. 0.1 % wt. ,Water Content,
" | Water content, max | %m/m | ASTM D1364 | 0.10 ",Water Content,
"Water content, % 4 | Max. 0.10",Water Content,
Water Content | % w/w |  | 0.03 | ASTM D 6304 ,Water Content,
"Water, % by wt (D-1364) | 0.1 max",Water Content,
"Water Content, wt% | BRCP 5053 | ISO 12937 | 0.10 max ",Water Content,
C&FC 100030 | Water content | % w/w | - | max. 0.2 ,Water Content,
"Water, % by wt (D-1364) | 0.1 max",Water Content,
"Water Content, max | Wt % | 0.10 | ASTM D 1364 |  ",Water Content,
Water | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.1000 | weight % | D1364 ,Water Content,
"Water Content, Wt% | BRCP 4526 | 0.05 max. ",Water Content,
Moisture | % | 0.5 max. | ML SC 025 ,Water Content,
Water | mass % | max 0.05 | D1364 | 760 |  ,Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Wt % Water | 12.6 wt % ,Water Content,
"Water, % by wt (D-1364) | 0.05 max ",Water Content,
Water | 0.02 |  |  |  | 0.10 | weight % ,Water Content,
3. Water wt% | ASTM D1364 | ASTM D1364 | : 0.1 max ,Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
" | 3 Water, wt. %, max. | 0.2 |  | IS 2362 -1963 ",Water Content,
Water | mg/kg | 50 max | 3002-03001 Karl Fischer titration ,Water Content,
"Water content | % m/m | - 0,05 | - 0,05 | - 0,05 ",Water Content,
3. Water wt% | ASTM D1364 | ASTM D1364 | : 0.1 max ,Water Content,
"Water, max: |  | 0.15 | %wt | Karl Fischer ",Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
Water | 0.05 % max,Water Content,
Moisture | ≦0.02% | Viscosity | 13.9（@25℃） ,Water Content,
"Water : | max. 0,1 %",Water Content,
Water content | Ｍａｘ. 0.10％ | JIS K0068 ,Water Content,
"–
of water :unselected: | max. 0.03 | % | DIN 51777, part 1 ",Water Content,
"- Water | 0.1 max. | % | DIN 51777, Part 1 ",Water Content,
"Water, wt % | ASTM E1064 | 0.1 Max ",Water Content,
Water | mass % | 0.30 max | D1364 | 760 |  ,Water Content,
water content | % wt | 0.1 Max ,Water Content,
Wt % Water |  | 71.9 wt % ,Water Content,
"Water | : max. 0,1",Water Content,
Water (wt%) |  | 0.1 | ASTM D1364 ,Water Content,
"Water, % by wt (D-1364) | 0.1 max",Water Content,
Water Content(%) | 0.05max | ASTM ,Water Content,
3. Water wt% | ASTM D1364 | ASTM D1364 | : 0.1 max ,Water Content,
"Water content, wt% | 0.05 max ",Water Content,
Water | % m/m | ASTM D1364 | 0.03 ,Water Content,
Water by wt | ASTM E 1064 | Max | 0.05% ,Water Content,
Water | 4%,Water Content,
Water | %wt. | ASTM E1064 |  | 0.10 |  ,Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Water (DIN 51 777 part 1) | % (w/w) | max. 0.20 ,Water Content,
Water | 0.050 Max | % wt | ASTM E1064 |  ,Water Content,
"Water Content, wt% | BRCP 5053 | ISO 12937 | 0.10 max ",Water Content,
"Water, % | 0.1000 Maximum :unselected: | TEAD-A-AN-G-VA-336 ",Water Content,
Water Content | ppm |  | 1000 | TM 4 ,Water Content,
* Water Content | wt% | - | 0.10 | - | ASTM E1064 ,Water Content,
"Water, max: |  | 0.05 ** | %wt | Karl Fischer ",Water Content,
Water | max. 0.2% weight,Water Content,
Water | % m/m | ASTM D1364 | 0.03 ,Water Content,
Water | (c) | VI 50 ppm ,Water Content,
"Water, % wt | ASTM D1364 | 0.03 ",Water Content,
Water content | Water content |  ,Water Content,
Wt % Water | 24.3 wt % ,Water Content,
"Water Content, max | Wt % | 0.15 | ASTM D 1364 |  ",Water Content,
MOISTURE (%): | 0.1MAX ,Water Content,
Water content | max. 0.1 | % ,Water Content,
"Water, max: |  | 0.05 ** | %wt | Karl Fischer ",Water Content,
Water co ontent | wt% | A ASTM D 1364 / A ASTM E 1064 4 | 0.1 ma ax ,Water Content,
Water by Karl Fischer | [(w/w)%] | ASTM D 1364 | 0.3 max. ,Water Content,
"Water content, % | ≤0.1 ",Water Content,
"Water Content, wt % | ASTM D 1364 | 0.10 Max ",Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
Moisture % W/W | Moisture % W/W | : | 0.05 Max.,Water Content,
"Water, % maximum by KF | 0.080 | 0.009 ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Water content (%) | ≤ 0.05 | 540MO3C11 ,Water Content,
Moisture % ≤ | 0.2% | 0.02% ,Water Content,
Water Content | vol % | ASTM D 1744 | <0.1 | <0.2 ,Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
" | Water content, max | %m/m | ASTM D1364 | 0.10 ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Wt % Water | 5.0 wt % ,Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
"Water | max. 0.05 | % (w/w) | DIN 51 777 / ASTM D 1364 (mod. Karl-Fischer-Method) | x :selected:
:unselected: ",Water Content,
 | Water Content | Wt % | 0.20 max. | JIS K 0068 ,Water Content,
Water | 0.10% max,Water Content,
water content | <= 0.3 %,Water Content,
Water | Water | 0.20 Max | % wt | ASTM D1364 |  ,Water Content,
"- Water | 0.03 max. | % | DIN 51777, Part 1 ",Water Content,
Water content (ppm) | ≤ 500 :selected: | BPC 20/39 ,Water Content,
Water | 0.1 wt % max.,Water Content,
" | Water content, max | %m/m | ASTM D1364 | 0.10 ",Water Content,
WATER (% m/m) | Max. 0.10% | UQS-3-DCA-NA-007 ,Water Content,
"- Water | 0.1 max. | % | DIN 51777, Part 1 ",Water Content,
"Water | % wt | ≤ 0,1 | ASTM D1364 ",Water Content,
- water content (% w/w) | ...........................................................................................................87 %,Water Content,
"Water content | % m/m | - 0,05 | - 0,05 | - 0,05 ",Water Content,
"Water, Wt. %, max. | 0.15 ",Water Content,
Water by wt | ASTM E 1064 | Max | 0.05%,Water Content,
Water |  | 0. 0500 | weight % | ASTME203 ,Water Content,
"Water | : max. 0,05 % W/W : max. 0,001 g/100 ml : max. 0,2 % wt",Water Content,
"- Water | 0.03 max. | % | DIN 51777, Part 1 ",Water Content,
Water | ppm | max. 150 ,Water Content,
" | Water content, max | %m/m | ASTM D1364 | 0.10 ",Water Content,
"Water, % by wt (D-1364) | 0.1 max",Water Content,
Wt % Water | 5.0 wt % ,Water Content,
Water | max. 0.05% | Coulometric ,Water Content,
Of water :unselected: | max. 0.05 | % | DIN 51777 part 1 ,Water Content,
 | Water Content | Wt % | 0.20 max. | JIS K 0068 ,Water Content,
Water Content (% by weight) | ≤0.3 | NOV 2 1 2005 ,Water Content,
Water (%wt) | 0.05 max. ,Water Content,
"Water content, wt% | 0.05 max ",Water Content,
Moisture % | ≤0.1 ,Water Content,
Water Content | ≤ 0.05% ,Water Content,
"Water, wt. %, max. | 0.10 | ASTM E-202; E-203 ",Water Content,
"Water content | ≤0.03 | % (m/m) | DIN 51777 / ASTM D 1744
x :selected: ",Water Content,
"Water, % by wt (D-1364) | 0.1 max",Water Content,
Water Content | % m/m | 5 | Pass ,Water Content,
Water | Max 0.1%wt,Water Content,
Moisture | % | 0.5 max. | ML SC 025 ,Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Water | 0.02% | 0.02% ,Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
Wt % Water |  | 63 wt % ,Water Content,
Water Content | 0.1%,Water Content,
"Water : | max. 0,1 %",Water Content,
Water | mass % | 0.4 max | ASTM E1364 ,Water Content,
"Water content | max. 0,1 | % | PO 109-10 ",Water Content,
"Water, % by wt (D-1364) | 0.1 max",Water Content,
Water | 0.1 | max | wt % | DSM 1797 ,Water Content,
Sales Specification | Water %m/m |  | 0.07 | ASTM D1364,Water Content,
"Water | Water | GC | max. 0,1 % ",Water Content,
"3. | - Water | 0.04 per cent by weight, maximum | 1B-ES-03 ",Water Content,
Water | mass % | 0.4 max | ASTM E1364 ,Water Content,
Water | Mass % | 0.1 max | D1364 | 760 |  ,Water Content,
Water (DIN 51 777 part 1) | % (w/w) | max. 0.20 ,Water Content,
Water | % w | Max. 9 | A100 |  ,Water Content,
Water content | % (w/w) | ≤0.1 ,Water Content,
Water | max. 0.2% weight,Water Content,
water | ≤0.001(m/m %),Water Content,
Water | % m/m | ASTM D1364 | 0.03 ,Water Content,
Water | 0.05 | 0.02 | 0.04 | 0.02 | 0.03 | 0.03 | 0.04 | 0.1 ,Water Content,
Water (DIN 51 777 part 1) | % (w/w) | max. 0.20 ,Water Content,
 | Water | %m/m |  |  | 0.05 ASTM D1364 | 0.05 ASTM D1364 | 0.05 ASTM D1364,Water Content,
"Water : | max. 0,1 % vol",Water Content,
Water content (%) | ≤ 0.05 | 540MO3C11 ,Water Content,
"- Water | 0.1 max. | % | DIN 51777, Part 1 ",Water Content,
Water | 4%,Water Content,
"Water, wt. % maximum | 0.05 | ASTM D 1364 ",Water Content,
"- water :unselected: | 0,1 max. | % | DIN 51777, Part 1 ",Water Content,
C&FC 100030 | Water content | % w/w | - | max. 0.2 ,Water Content,
Water | % m/m | ASTM D1364 | 0.03 ,Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
Water content | wt % | AST M D 1364 / BR RCP 5281 / EC‐F‐WTM M54 | 0 .007 ,Water Content,
"Water, wt | : 0.1 Max. | % |  ",Water Content,
"Water, % maximum by KF | 0.1 ",Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
"Water, wt% | Max. 0.5 ",Water Content,
C&FC 100030 | Water content | % w/w | - | max. 0.1 ,Water Content,
"Water, Wt. %, max. | 0.15 ",Water Content,
Water | % | 0.30 Max ,Water Content,
Moisture content | % | NIL | KF ,Water Content,
Water | wt % | Max. 0.1 | ASTM E202 ,Water Content,
"Water | % wt | Max. 0,1 | BS2511 ",Water Content,
Wt % Water | 24.3 wt % ,Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
Moisture % W/W | Moisture % W/W | : | 0.05 Max.,Water Content,
Wt % Water | 33 wt % ,Water Content,
"AGUA, %, máx. Water content, %, max. | 0,2 ",Water Content,
water content | % wt | 0.1 Max ,Water Content,
MOISTURE≤% | 0.05 ,Water Content,
Water | Water | : max. 0.1 % wt. ,Water Content,
"Water Content, wt% max. | 0.10 | 0.10 | 0.10 | 0.04 | 0.10 | 0.05 | 0.10 | 0.10 ",Water Content,
Water content % | ≤0.05 ,Water Content,
C&FC 100030 | Water content | % w/w | - | max. 0.2 ,Water Content,
"Water content, wt.%, max. | 0.10 ",Water Content,
"Water, % | ≤ 0.10",Water Content,
"Water content | wt.-% | Karl-Fischer | max. 0,05 ",Water Content,
Water | Wt. % | ASTM D 1364 | 0.1 Max ,Water Content,
"Water | % wt | Max. 0,1 | BS2511 ",Water Content,
Wt % Water | 24.3 wt % ,Water Content,
"- Water | 0.03 max. | % | DIN 51777, Part 1 ",Water Content,
Moisture % | ≤0.1 ,Water Content,
Water | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.1000 | weight % | D1364 ,Water Content,
"- Water | 0.03 max. | % | DIN 51777, Part 1 ",Water Content,
"Water by wt, % 3 | Max. 0.05",Water Content,
Water Content (% by weight) | ≤0.3 | NOV 2 1 2005 ,Water Content,
Water | 0.10% max,Water Content,
"Water, Wt. % max. | 0.15 | ASTM E-202; E-203 ",Water Content,
"Water | : max. 0,05 % W/W : max. 0,001 g/100 ml : max. 0,2 % wt",Water Content,
"Water, wt % | 0.05 | 0.02 | 0.04 | 0.02 | 0.03 | 0.03 | 0.04 | 0.05 ",Water Content,
Water | 0.02% | 0.02% ,Water Content,
MOISTURE≤% | 0.05 ,Water Content,
Water | 150 ppm max. ,Water Content,
Water Content | % m/m | 5 | Pass ,Water Content,
-of water | max. 0.1 | % | DIN 51777 part 1 ,Water Content,
Water | 0.02% | 0.02% ,Water Content,
Water content (%) | ≤ 0.05 | 540MO3C11 ,Water Content,
Mass % of water | Max 0.04 | Max 0.05 | % | GB 6283 ,Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
Moisture ppm | :200 max: | :70,Water Content,
- water | max. 0.03 | % | % ,Water Content,
Water content | Ｍａｘ. 0.10％ | JIS K0068 ,Water Content,
"MOISTURE, WT % | 0.03 | 0.10 MAX ",Water Content,
Water | ASTM D 1631 | % w. | 0.05 max. ,Water Content,
"MA-779 | Water, wt% |  | 0.1 ",Water Content,
"Water, Wt%, max. | 0.2 | ASTM E-202; E-203 ",Water Content,
Water content % | ≤0.05 ,Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
Water | 0.10 wt % max. ,Water Content,
Water content | 0.30 W% MAX | 2007 ASTM D 1364 | O ,Water Content,
Water: | ≤ 0.05% (w/w) (KF),Water Content,
"Water Content, max | Wt % | 0.10 | ASTM D 1364 |  ",Water Content,
Water (DIN 51 777 part 1) | % (w/w) | max. 0.20 ,Water Content,
Water | mass % | 0.4 max | ASTM E1364 ,Water Content,
C&FC 100030 | Water content | % w/w | - | max. 0.1 ,Water Content,
Water by Karl Fischer | [(w/w)%] | ASTM D 1364 | 0.3 max. ,Water Content,
"Water | max. 0.05 | % (w/w) | DIN 51 777 / ASTM D 1364 (mod. Karl-Fischer-Method) | x :selected:
:unselected: ",Water Content,
"- water :unselected: | 0,1 max. | % | DIN 51777, Part 1 ",Water Content,
water (%，≤) | 0.05 |  | GB6283 ,Water Content,
"Water : max. 0,05 | % wt. ",Water Content,
"Water, wt. % | <0.1 ",Water Content,
3. Water wt% | ASTM | D1364 | : 0.15 max ,Water Content,
Water | Max 0.1%wt,Water Content,
WATER CONTENT | ASTM E1064 | %WT | 0.50 MAX. ,Water Content,
"AGUA, %, máx. Water content, %, max. | 0,2 ",Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
"Water Content, ppm | 150 ppm maximum ",Water Content,
"Water, max: |  | 0.03 | %wt | Karl Fischer ",Water Content,
Of water :unselected: | max. 0.05 | % | DIN 51777 part 1 ,Water Content,
Water Content | % m/m | 5 | Pass ,Water Content,
Moisture ppm | :200 max: | :70,Water Content,
Water E203 | 0.012 |  |  | 0.100 | weight % ,Water Content,
"Water, wt. % | <0.1 ",Water Content,
"Water, % | ≤ 0.10",Water Content,
Water | 0.10 wt % max. ,Water Content,
Mositure，wt% ≤ | 0.001 | 0.003 | 0.01 | 0.02 ,Water Content,
"AGUA, %, máx. Water content, %, max. | 0,2 ",Water Content,
Water content | % w/w | 0.05 max. | AM 023 ,Water Content,
Water content | max. 0.1 | % ,Water Content,
"Water Content,% | 0.2max. | RP-0327",Water Content,
Water | Water | : max. 0.1 % wt. ,Water Content,
Water content | 0.30 W% MAX | 2007 ASTM D 1364 | O ,Water Content,
"Water Content, wt % | ASTM E1064 | 0.2 Max ",Water Content,
"Water, % by wt (D-1364) | 0.05 max ",Water Content,
"6. | Water content, % | 0.3 | 0.2 ",Water Content,
"Water, Wt. %, max. | 0.15 | ASTM E-202 E-203 ",Water Content,
Water | ASTM D 1631 | % w. | 0.05 max. ,Water Content,
WATER (% m/m) | Max. 0.10% | UQS-3-DCA-NA-007 ,Water Content,
Water Content | ppm |  | 1000 | TM 4 ,Water Content,
"–
water :unselected: | 0.1 max. | % by weight | DIN 51777, Part 1 E 203 ",Water Content,
Moisture Content |  | 0.05% max | 0.05% max ,Water Content,
WATER CONTENT (WT%) : | 0.05 | MAX. ,Water Content,
"Water | % WT | max. 0,1 ",Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
Teneur en eau / Water content (ppm) | ≤ 1000 ppm | TIO MA 106/NF T 60154 ,Water Content,
"Water, % | 0.1000 Maximum :unselected: | TEAD-A-AN-G-VA-336 ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Water | 0.0000 | 0.0500 | weight % |  ,Water Content,
Water | max. 0.2% weight,Water Content,
"Water, Wt%, max. | 0.2 | ASTM E-202; E-203 ",Water Content,
WATER | 150 ppm MAX. ,Water Content,
"AGUA, %p, máx Water content, %w, max. |  | 0,1 ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Water | ppm w/w |  | 100 |  ,Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
Water | 0.0000 | 0.0500 | weight % |  ,Water Content,
"Water, wt. % | <0.1 ",Water Content,
Mositure，wt% ≤ | 0.001 | 0.003 | 0.01 | 0.02 ,Water Content,
Water | wt% | ≤ 0.1 | ASTM D1364 ,Water Content,
"Water, max: |  | 0.03 | %wt | Karl Fischer ",Water Content,
"- Water | 0.1 max. | % | DIN 51777, Part 1 ",Water Content,
"Water Content, wt% max. | 0.10 | 0.10 | 0.10 | 0.04 | 0.10 | 0.05 | 0.10 | 0.10 ",Water Content,
3. Water wt% | ASTM | D1364 | : 0.15 max ,Water Content,
Moisture content | max. 0.05% weight,Water Content,
"Water, % | ≤ 0.10",Water Content,
"–
water :unselected: | 0.1 max. | % by weight | DIN 51777, Part 1 E 203 ",Water Content,
Water content | % w/w | Max. 0.2 ,Water Content,
Water | ASTM D 1364 | % m/m | 0.05 max ,Water Content,
Water | 0.050 Max | % wt | ASTM E1064 |  ,Water Content,
"Water content, max | % mass/mass | 0.27 | ASTM D1364 |  ",Water Content,
Water Content | % m/m | 5 | Pass ,Water Content,
"Water, max: |  | 0.03 | %wt | Karl Fischer ",Water Content,
Water Content | ppm |  | 500 | TM 4 ,Water Content,
"Water, % | 1% max. ",Water Content,
Wt % Water | 24.3 wt % ,Water Content,
Water | % m/m | ASTM D1364 | 0.03 ,Water Content,
Mass % of water | Max 0.04 | Max 0.05 | % | GB 6283 ,Water Content,
"Water, % by wt (D-1364) | 0.05 max ",Water Content,
"- water :unselected: | 0,1 max. | % | DIN 51777, Part 1 ",Water Content,
Water | : max. 0.2 % wt. ,Water Content,
"Water, % maximum by KF | 0.1 ",Water Content,
"Water, max: |  | 0.05 | %wt | Karl Fischer ",Water Content,
Wt % Water | 19.5 wt % ,Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
"MA-779 | Water, wt% |  | 0.1 ",Water Content,
Wt % Water | 33 wt % ,Water Content,
"Water, wt % | ASTM D1364 | 0.1 Max ",Water Content,
"Water, wt % | ASTM D1364 | 0.1 Max ",Water Content,
"Water | % WT | max. 0,1 ",Water Content,
Water | mass % | 0.1 max | D1364 | 760 | MLM GC 016 ,Water Content,
RMFI DG-WOOD Water content m/m % | ≤0.02 ,Water Content,
"Water content | Water content |  | : max. 0,1 | % wt. ",Water Content,
- water | max. 0.03 | % | % ,Water Content,
Water: | < 0.05% (w/w) (KF) -,Water Content,
"–
water :unselected: | 0.1 max. | % by weight | DIN 51777, Part 1 E 203 ",Water Content,
MOISTURE≤% | 0.05 ,Water Content,
"Water | % WT | max. 0,1 ",Water Content,
Water Content | mg/kg | <55 | Pass ,Water Content,
Water content | max. 0.1 | % ,Water Content,
"5 –
water :unselected: | max. 0.1 | % | DIN 51777, part 1 ",Water Content,
Water | wt% max. | 0.1 | ASTM D1364 ,Water Content,
Water | max. 0.2% weight,Water Content,
Water | 0.050 Max | % wt | ASTM E1064 |  ,Water Content,
C&FC 100030 | Water content | % w/w | - | max. 0.1 ,Water Content,
Water | %wt. | ASTM E1064 |  | 0.10 |  ,Water Content,
"Water Content, wt % | ASTM E1064 | 0.2 Max ",Water Content,
Water | 0.050 Max | % wt | ASTM E1064 |  ,Water Content,
"Water, max: |  | 0.05 | %wt | Karl Fischer ",Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
Sales Specification | Water | %m/m |  | 0.05 | ASTM D1364 ,Water Content,
"Water Content, wt % | ASTM D 1364 | 0.10 Max ",Water Content,
Water | max. 0.2% weight,Water Content,
Water | 0.05 | 0.02 | 0.04 | 0.02 | 0.03 | 0.03 | 0.04 | 0.1 ,Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
Water content | max. 0.2% weight,Water Content,
Water Content | % wt | ASTM D1364 | - 0.1 | - 0.1 ,Water Content,
WATER |  | <0.1 |  |  |  |  |  ,Water Content,
WATER |  | <0.1 |  |  |  |  |  ,Water Content,
Water | mass % | 0.30 max | D1364 | 760 |  ,Water Content,
Water %m/m | ASTM D1364 | 0.02 ,Water Content,
"Water, max | % mass | 0.03 | ASTM D1364 |  ",Water Content,
WATER CONTENT | ASTM E1064 | %WT | 0.50 MAX. ,Water Content,
Moisture (%) | : 0.10 max ASTM D1364 | : 0.10 max ASTM D1364 | : 0.10 max ASTM D1364 ,Water Content,
Water Content (% by weight) | ≤ 0.10 | LCR 1007 | ASTM D 1364 ,Water Content,
WATER |  | <0.1 |  |  |  |  |  ,Water Content,
"Water Content, Wt% | BRCP 4526 | 0.05 max. ",Water Content,
"H2O-content | vikt-% | - | 0,4 | 0,1 | ASTM D1364 ",Water Content,
Water | ASTM D 1364 | % m/m | 0.05 max ,Water Content,
"Water content, wt% | 0.05 max ",Water Content,
Water Content (% by weight) | ≤0.3 | NOV 2 1 2005 ,Water Content,
"Water | %m/m |  | 0,1 |  | ASTM D1364 ",Water Content,
water content | <= 0.3 %,Water Content,
Water content | mg/kg | ASTM D1744 | <50 ,Water Content,
Wt % Water | 24.3 wt % ,Water Content,
"Water Content, % wt | ASTM D1364 | 0.15 max ",Water Content,
Water content (Karl-Fischer): | max. 0.2 %,Water Content,
Water | 0.10 wt % max. ,Water Content,
"Water, Wt. % max. | 0.15 | ASTM E-202; E-203 ",Water Content,
Water Content (% by weight) | ≤ 0.10 | LCR 1007 | ASTM D 1364 ,Water Content,
Water | max. 0.05% | Coulometric ,Water Content,
Water Content | (98) | 0.1QMax. | 0. 031 ,Water Content,
"Water | % wt | ≤ 0,1 | ASTM D1364 ",Water Content,
"3. | - Water | 0.04 per cent by weight, maximum | 1B-ES-03 ",Water Content,
Water | mg/kg | 50 max | 3002-03001 Karl Fischer titration ,Water Content,
Wt % Water | 24.3 wt % ,Water Content,
"Acqua | % p | 0,03 Max. | A100 ",Water Content,
"Water content | ≤0.03 | % (m/m) | DIN 51777 / ASTM D 1744
x :selected: ",Water Content,
"Water, % wt | ASTM D1364 | 0.03 ",Water Content,
"Water (K. Fischer) | ASTM D 1364 | % | max. 0,01 ",Water Content,
- water | max. 0.03 | % | % ,Water Content,
Water | % m/m | ASTM D1364 | 0.05 ,Water Content,
"Water content, wt% | 0.05 max ",Water Content,
Water (K. Fischer): | max. 0.1 %,Water Content,
Water | % | 0.30 Max ,Water Content,
Wt % Water | 73 wt % ,Water Content,
Water | wt% | ≤ 0.1 | ASTM D1364 ,Water Content,
Water Content | ≤ 0.05% ,Water Content,
Wt % Water | 12.6 wt % ,Water Content,
Wt % Water | 33 wt % ,Water Content,
"Water, % by wt (D-1364) | 0.1 max ",Water Content,
"Water, max: |  | 0.10 | %wt | Karl Fischer ",Water Content,
Water | mass % | 0.1 max | ASTM D1364; ISO 760 ,Water Content,
Water | Water | : max. 0.1 % wt. ,Water Content,
"Water | wt% | ≤ 0,10 | ASTM D1364 ",Water Content,
"Water, % by wt (D-1364) | 0.05 max ",Water Content,
- water | max. 0.03 | % | % ,Water Content,
"Water : | max. 0,1 %",Water Content,
"Water, max: |  | 0.1 | %wt | Karl Fischer ",Water Content,
Water content (%) | ≤ 0.05 | 540MO3C11 ,Water Content,
"Water, % | 0.1000 Maximum :unselected: | TEAD-A-AN-G-VA-336 ",Water Content,
Water content | % | Max. 0.05 |  ,Water Content,
"Water content : | max. 0,1 wt. %",Water Content,
Water Content(%) | 0.05max | ASTM ,Water Content,
Water content | % w/w | Max. 0.2 ,Water Content,
Water Content | vol % | ASTM D 1744 | <0.1 | <0.2 ,Water Content,
Water by Karl Fischer | [(w/w)%] | ASTM D 1364 | 0.3 max. ,Water Content,
Wt % Water | 73 wt % ,Water Content,
Water Content | % m/m | 5 | Pass ,Water Content,
"Water Content, max | Wt % | 0.10 | BRCP 5053 – ISO 12937 |  ",Water Content,
"MOISTURE, WT % | ASTM E-203 | 0.05 | 0.02 ",Water Content,
3. Water wt% | ASTM D1364 | ASTM D1364 | : 0.1 max ,Water Content,
Water | < 0.3 | % wt | BTM15911 / ASTM D1364 ,Water Content,
Wt % Water | 33 wt % ,Water Content,
Water | max. 0.10 | % (w/w) | DIN 51 777 / ASTM D 1364 (mod. Karl-Fischer-Method) | x :selected: ,Water Content,
Mass % of water | Max 0.04 | Max 0.05 | % | GB 6283 ,Water Content,
"Acqua | % p | 0,03 Max. | A100 ",Water Content,
Water Content | 0.1%,Water Content,
Water | wt% | ≤ 0.1 | ASTM D1364 ,Water Content,
"Wassergehalt / Water content |  |  | ≤ 0,05 % |  ",Water Content,
Wt % Water | 33 wt % ,Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
Sales Specification | Water %m/m |  | 0.07 | ASTM D1364,Water Content,
Water | max. 0.2% weight,Water Content,
"Water, Wt. % max. | 0.15 | ASTM E-202; E-203 ",Water Content,
Water | ≤ 0.02 | % by mass | DIN EN 13267 ,Water Content,
WATER |  | <0.1 |  |  |  |  |  ,Water Content,
Water | 4%,Water Content,
"Water Content, wt % | ASTM E1064 | 0.2 Max ",Water Content,
Water Content | mg/kg | <55 | Pass ,Water Content,
Water | mass % | 0.1 max | D1364 | 760 | MLM GC 016 ,Water Content,
"Water, max: |  | 0.15 | %wt | Karl Fischer ",Water Content,
Wt % Water | 19.5 wt % ,Water Content,
"Water : | max. 0,1 %",Water Content,
Water | mass % | 0.30 max | D1364 | 760 |  ,Water Content,
