label,text,first_col
irrelevant,é…¸å€¼ï¼ˆä¾›åº”å½¢å¼ï¼‰ |--| -- |--|  |,é…¸å€¼ï¼ˆä¾›åº”å½¢å¼ï¼‰ 
viscosity,"Viscosity (25Â°C, 250 s-1 ) | 7â€“ 12 | -- | Pa.s | 012J | 3219","Viscosity (25Â°C, 250 s-1 ) "
irrelevant,é»åº¦ |--|  |--|  |,é»åº¦ 
irrelevant,Colour (Lico 100)è‰²æ³½ | Max. 100 |--| APHA | 008F | 6271,Colour (Lico 100)è‰²æ³½ 
irrelevant,Aliphatics AromaticsèŠ³é¦™æ— | Toluene | -- | ç”²è‹¯ | -- |--| partly dilutable | å¯ç¨€é‡Š,Aliphatics AromaticsèŠ³é¦™æ— 
irrelevant,| Xylene | -- | äºŒç”²è‹¯ | -- |--| dilutable | å¯ç¨€é‡Š,
irrelevant,| Solvesso 100 | -- | 100# | æº¶å‰‚æ²¹ |--| dilutable | å¯ç¨€é‡Š,
irrelevant,Esters é…¯ç±» | ethyl | acetate | é†‹é…¸ | ä¹™é…¯ |--| dilutable | å¯ç¨€é‡Š,Esters é…¯ç±» 
irrelevant,| butyl acetate | -- | é†‹é…¸ | ä¸é…¯ |--| dilutable | å¯ç¨€é‡Š,
irrelevant,Ketones é…®ç±» | acetone |--| ä¸™é…® |--|  | dilutable | å¯ç¨€é‡Š,Ketones é…®ç±» 
irrelevant,| Methyl ethyl ketoneç”²ä¹™ | -- | -- | é…® |--| dilutable | å¯ç¨€é‡Š,
irrelevant,Alcohol-esters é†‡é†šç±» | CAC |--| ä¹™äºŒ | é†‡ä¹™é†šé†‹ | é…¸é…¯ | dilutable | å¯ç¨€é‡Š,Alcohol-esters é†‡é†šç±» 
irrelevant,| PMA |--| ä¸™äºŒ | é†‡ç”²é†šé†‹ | é…¸é…¯ | dilutable | å¯ç¨€é‡Š,
irrelevant,Compatibilityç›¸å®¹æ€§ |--|  |--|  |--|  |,Compatibilityç›¸å®¹æ€§ 
irrelevant,% Tires 2850 |--| 90 | 75 | 50 | 25 | 10 |,% Tires 2850 
irrelevant,% of other material |--| 10 | 25 | 50 | 75 | 90 | Supplier,% of other material 
irrelevant,Short oil alkydsçŸ­ æ²¹ é†‡ é…¸ |--|  |--|  |--|  |,Short oil alkydsçŸ­ æ²¹ é†‡ é…¸ 
irrelevant,Rhodene H41A |--| - | - | - | - | - |,Rhodene H41A 
irrelevant,Tires 2804 |--| - | - | + | + | + |,Tires 2804 
irrelevant,Tires 2848 |--| + | + | + | + | + |,Tires 2848 
irrelevant,Acrylic resinsä¸™ çƒ¯ é…¸ æ ‘ è„‚ |--|  |--|  |--|  |,Acrylic resinsä¸™ çƒ¯ é…¸ æ ‘ è„‚ 
irrelevant,Tires 213 |--| + | + | + | + | + |,Tires 213 
irrelevant,Tires 4747 |--| + | + | + | + | + |,Tires 4747 
irrelevant,Tires 4702 |--| + | + | + | + | + |,Tires 4702 
irrelevant,Tires 2851 |--| + | + | + | + | + |,Tires 2851 
irrelevant,Tires 2854 |--| + | + | + | + | + |,Tires 2854 
irrelevant,Tires 4078 |--| + | + | + | + | + |,Tires 4078 
irrelevant,Tires 4089 |--| + | + | + | + | + |,Tires 4089 
irrelevant,Tires 4095 |--| - | - | - | - | - |,Tires 4095 
irrelevant,AC 6200 |--| + | + | + | + | + |,AC 6200 
irrelevant,Rhodene H56C |--| - | - | - | - | - |,Rhodene H56C 
irrelevant,Setalux 1184 SS-51 |--| + | + | + | + | + |,Setalux 1184 SS-51 
irrelevant,Setalux 17-1261 XX-51 |--| + | + | + | + | + |,Setalux 17-1261 XX-51 
irrelevant,Other materialså…¶å®ƒ |--|  |--|  |--|  |,Other materialså…¶å®ƒ 
irrelevant,Desmodur L75 |--| + | + | + |--|  | Bayer AG,Desmodur L75 
irrelevant,Desmodur N 75 |--| + | + | + |--|  | Bayer AG,Desmodur N 75 
irrelevant,Desmodur N 3390 |--| + | + | + |--|  | Bayer AG,Desmodur N 3390 
irrelevant,CAB 551-0.2 (20% in butyl acetate) | -- | + | + | + |--|  | Eastman Chemicals,CAB 551-0.2 (20% in butyl acetate) 
irrelevant,CAB 381-0.5 (20% in butyl acetate) | -- | + | + | + |--|  | Eastman Chemicals,CAB 381-0.5 (20% in butyl acetate) 
irrelevant,CAB 381-20 (20% in butyl acetate) | -- | + | + | + |--|  | Eastman Chemicals,CAB 381-20 (20% in butyl acetate) 
irrelevant,UCAR Vinyl Resin VAGH | -- | + | + | + |--|  | Union Carbide,UCAR Vinyl Resin VAGH 
irrelevant,UCAR Vinyl Resin VROH | -- | + | + | + |--|  | Union Carbide,UCAR Vinyl Resin VROH 
irrelevant,Nitrocellulose Â½ s |--| + | + | + |--|  | Hagedorn AG,Nitrocellulose Â½ s 
header,Property | Value Unit | Method STM* | ISO,Property 
Acid,Acid value (as such) | max. 6.7 mg KOH/g | 303A | 3682,Acid value (as such) 
irrelevant,Appearance | Clear and clean | 017A |,Appearance 
irrelevant,Colour GARDNER (Lico) | max. 4.5 Gardner | 008E | 4630,Colour GARDNER (Lico) 
solid_content,Non-Volatiles | 63 - 67 % | 001G | 3251,Non-Volatiles 
viscosity,"Viscosity (23Â°C,100 s-1) | 2.0 - 3.3 Pa.s | 012J | 3219","Viscosity (23Â°C,100 s-1) "
header,Materials | Pounds | Gallons,Materials 
irrelevant,Water | 707.0 | 84.9,Water 
irrelevant,Laponite3 RD | 10.7 | 0.5,Laponite3 RD 
irrelevant,Disperse at 1000 rpm for 10 minutes |--|,Disperse at 1000 rpm for 10 minutes 
irrelevant,Aqualon4 CMC 12M8 | 4.8 | 0.4,Aqualon4 CMC 12M8 
irrelevant,Add slowly under agitation; disperse at 1500 rpm for 15 minutes | -- | --,Add slowly under agitation; disperse at 1500 rpm for 15 minutes 
irrelevant,Slow rpm to 1000 before adding the remaining materials | -- | --,Slow rpm to 1000 before adding the remaining materials 
irrelevant,Propylene glycol | 15.5 | 1.8,Propylene glycol 
irrelevant,Dowanol2 DPM | 7.9 | 1.0,Dowanol2 DPM 
irrelevant,Irgasperse5 Yellow 2R-U | 4.2 | 0.5,Irgasperse5 Yellow 2R-U 
irrelevant,Irgasperse Red G-U | 2.6 | 0.3,Irgasperse Red G-U 
irrelevant,Tint-Ayd6 CW 5509 Burnt Umber | 27.2 | 2.3,Tint-Ayd6 CW 5509 Burnt Umber 
irrelevant,Aqua-Chem7 896-9901 Lamp Black | 3.3 | 0.4,Aqua-Chem7 896-9901 Lamp Black 
irrelevant,JoncrylÂ® 95 | 68.1 | 7.8,JoncrylÂ® 95 
irrelevant,Nuosept8 95 | 1.5 | 0.2,Nuosept8 95 
irrelevant,TOTAL | 852.8 | 100.00,TOTAL 
irrelevant,Formulation Attributes: |--|,Formulation Attributes: 
solid_content,Solids | 6.3% by weight | 4.0% by volume,Solids 
density,Density | 8.53 lbs/gal |,Density 
irrelevant,VOC (calculated) | 414 g/l | 3.2 lbs/gal,VOC (calculated) 
viscosity,"viscosity at 20 Â°C (68 Â°F) (DIN 53018/53019) | 6,300 mPa. s",viscosity at 20 Â°C (68 Â°F) (DIN 53018/53019) 
density,density at 20 Â°C (68 Â°F) (DIN 51757) | 0.96 â€“ 1.00 g/cmÂ³,density at 20 Â°C (68 Â°F) (DIN 51757) 
irrelevant,"flash point (84/449/EEC, A. 9) | 95 â€“ 125 Â°C (203 â€“ 257 Â°F)","flash point (84/449/EEC, A. 9) "
irrelevant,clear coats | 0.5 %,clear coats 
irrelevant,semi-transparent | 0.5 â€“ 1.0 %,semi-transparent 
irrelevant,opaque/solid-shade | 1.0 â€“ 2.0 %,opaque/solid-shade 
irrelevant,Grav. tinct. Strength | [%] | 95-105,Grav. tinct. Strength 
irrelevant,Shade | dH (*) | +/- 0.5,Shade 
irrelevant,Purity | dC (*) | +/- 0.8,Purity 
viscosity,Viscosity | [cP] | 1.0-2.5,Viscosity 
irrelevant,Pigment Content | [%] | 64,Pigment Content 
solid_content,Total Solid | [%] | 80,Total Solid 
irrelevant,Solvent | [%] | 20,Solvent 
irrelevant,General Description | Naturally occurring magnesium calcium carbonate in the form of dry particles:,General Description 
irrelevant,Appearance | As per standard sample,Appearance 
irrelevant,Colour in MTO | As per standard Sample,Colour in MTO 
irrelevant,Volatile Matter | Not more than 1.0 %,Volatile Matter 
irrelevant,Oil Absorption | 10 - 20 ml/100gms.,Oil Absorption 
irrelevant,Water Soluble Matter | Not more than 0.5%. Reaction of the aqueous extract not more than 0.1% as H2SO4 or Na2CO3,Water Soluble Matter 
irrelevant,Coarse Particles | Nil retention on 30 mesh &,Coarse Particles 
irrelevant,"Content | Max 20 % retention on 40 mesh, Min 70% retention on 60 mesh, 100% retention on 80 mesh B.S. Sieve",Content 
solid_content,solids | 20% ~,solids 
density,density at 20Â°C (68 Â°F) | 1 g/cm3 ~,density at 20Â°C (68 Â°F) 
viscosity,Brookfield viscosity at 23 Â°C (73 Â°F) | 600 mPaÂ·s ~,Brookfield viscosity at 23 Â°C (73 Â°F) 
irrelevant,ITEM | Color quartz sands,ITEM 
irrelevant,CaCO3 | 90.80%,CaCO3 
irrelevant,MgCO3 | 8.70%,MgCO3 
irrelevant,Fe2O3 | 0.03%,Fe2O3 
irrelevant,Al2O3 | 0.02%,Al2O3 
header,Property | Unit | Value,Property 
particle_size,Particle size(Coulter) | mesh | 5-200,Particle size(Coulter) 
density,Relatively density | g/ml | 2.6-2.8,Relatively density 
irrelevant,Melting point | â„ƒ | 880,Melting point 
irrelevant,Surface Treatment | ------ | Color sands,Surface Treatment 
irrelevant,"Drying Loss(105â„ƒ,2hr) | % | â‰¤0.5","Drying Loss(105â„ƒ,2hr) "
ph,"PH Value(20â„ƒ,50g/l water) | ------ | 6~8","PH Value(20â„ƒ,50g/l water) "
irrelevant,ITEM | Color quartz sands,ITEM 
irrelevant,-- | --,-- 
irrelevant,Dolomite | 99.5%-100%,Dolomite 
irrelevant,Non-hazardous pigment | 0-0.5%,Non-hazardous pigment 
irrelevant,|,
header,Property | Unit | Value,Property 
particle_size,"Particle Size | 0.5mm-1mm,% | >95",Particle Size 
particle_size,Particle Size | â‰¤10um | <0.1,Particle Size 
irrelevant,Pore Volume | ml/g | 0.383,Pore Volume 
irrelevant,Surface Treatment | ------ | colored sand,Surface Treatment 
irrelevant,"Drying Loss(105â„ƒ, 2hr) | % | â‰¤1","Drying Loss(105â„ƒ, 2hr) "
irrelevant,"Ignition Loss(1000â„ƒ, 2hr) | % | â‰¤2","Ignition Loss(1000â„ƒ, 2hr) "
ph,"PH Value(20â„ƒ, 50g/l water) | ------ | 6~8","PH Value(20â„ƒ, 50g/l water) "
header,Test | Specification,Test 
ph,pH | 5.0 â€“ 7.0,pH 
viscosity,Viscosity RVT SP3/20 rpm (mPaÂ·s) | 500 - 2000,Viscosity RVT SP3/20 rpm (mPaÂ·s) 
irrelevant,Microbiological evaluation TVC (CFU/ml) | â‰¤ 300,Microbiological evaluation TVC (CFU/ml) 
irrelevant,Defoaming performance (s) | â‰¤ 30,Defoaming performance (s) 
irrelevant,"Appearance | Off-white, free from extraneous matter",Appearance 
irrelevant,Oiling | Pass,Oiling 
solid_content,Non-volatile content 6min/100% (%) | 15.5 â€“ 18.5,Non-volatile content 6min/100% (%) 
irrelevant,Dilutability 10% | â‰¤ 1,Dilutability 10% 
particle_size,Particle size MSS D(v.9) (Âµm) | â‰¤ 50.00,Particle size MSS D(v.9) (Âµm) 
irrelevant,"Warranty Characteristics â€“ the following properties are warranted to meet the indicated limits, but lot acceptance tests are not performed | --","Warranty Characteristics â€“ the following properties are warranted to meet the indicated limits, but lot acceptance tests are not performed "
irrelevant,Surface oil 15min/1600rpm (%) | 0.0 â€“ 0.1,Surface oil 15min/1600rpm (%) 
irrelevant,Cream 15min/1600rpm (%) | 0.0 â€“ 0.1,Cream 15min/1600rpm (%) 
irrelevant,Settling 15min/1600rpm (%) | 0.0 â€“ 0.1,Settling 15min/1600rpm (%) 
irrelevant,Contamination 15min/1600rpm (%) | 0.0 â€“ 0.1,Contamination 15min/1600rpm (%) 
irrelevant,|,
irrelevant,Colour Index of the Basic pigment: | Pigment Yellow 42 No. 77492,Colour Index of the Basic pigment: 
irrelevant,Coloristical Properties |,Coloristical Properties 
irrelevant,Tinctorial Strength: | 97 ï¼ 103 %,Tinctorial Strength: 
irrelevant,Shade: | â–³ H = Â±0.5 ( CIELAB-units ),Shade: 
irrelevant,Shade Purity: | â–³ C = Â±0.8 ( CIELAB-units ),Shade Purity: 
viscosity,Viscosity: | 0.5 â€“ 2.0 Pa . S,Viscosity: 
irrelevant,Totals | 1000.0 | 774.5 | 35.0%,Totals 
irrelevant,Totals | 999.0 | 780.0 | 35.0%,Totals 
irrelevant,Temperature (up to 230 °C) | 1 min. | resistant | resistant,Temperature (up to 230 °C) 
irrelevant,Temperature (up to 175 °C) | 5 min. | resistant | resistant,Temperature (up to 175 °C) 
header,Property | Values max. 20 | Test method,Property 
irrelevant,Granular size in mm | 0.1 - 0.3 | 0.25 - 0.5 | 0.5 - 1 | - - | 1 - 2 | 2 - 4 | 0.04 - 0.125 | 0.5 - 1.25 | - -,Granular size in mm 
irrelevant,Particle shape | - - |  | - - |  | spherical grain | - - | - - | - - | - - | - - |,Particle shape 
irrelevant,Peak temperature | 104 - 127 | °C | 2625,Peak temperature 
header,| PropylTex 100S | PropylTex 140S | PropylTex 200S | PropylTex 200SF,
irrelevant,Ignition temperature: | approx. 365 ℃ (DIN 51794),Ignition temperature: 
header,Property  | Unit  | Grade: 6#  | Grade:7#  | Grade :JingBai 8#,Property  
header,Crt. No. | Sort [mm],Crt. No. 
header, | Especificación, 
